"","year","state","total_pounds_SHARK, TOPE","total_pounds_SHARK, DOGFISH, SPINY","total_pounds_SHARK, BLUE","total_pounds_SHARK, LEOPARD","total_pounds_SHARK, MAKO, SHORTFIN","total_pounds_SHARK, THRESHER","total_pounds_SHARK, PACIFIC ANGEL","total_pounds_SHARK, WHITE","total_pounds_SHARK, THRESHER, BIGEYE","total_pounds_SHARK, DOGFISH, SMOOTH","total_pounds_SHARK, BLACKTIP","total_pounds_SHARK, MAKO, LONGFIN","total_pounds_SHARK, PORBEAGLE","total_pounds_SHARK, DUSKY","total_pounds_SHARK, SANDBAR","total_pounds_SHARK, SAND TIGER","total_pounds_SHARK, TIGER","total_pounds_SHARK, LEMON","total_pounds_SHARK, BULL","total_pounds_SHARK, NURSE","total_pounds_SHARK, SHARPNOSE, ATLANTIC","total_pounds_SHARK, WHITETIP, OCEANIC","total_pounds_SHARK, BIGNOSE","total_pounds_SHARK, SPINNER","total_pounds_SHARK, BLACKNOSE","total_pounds_SHARK, SILKY","total_pounds_SHARK, ANGEL, ATLANTIC","total_pounds_SHARK, BONNETHEAD","total_pounds_SHARK, NIGHT","total_pounds_SHARK, FINETOOTH","total_pounds_SHARK, HAMMERHEAD, SMOOTH","total_pounds_SHARK, BROWN CAT","total_pounds_SHARK, HAMMERHEAD, SCALLOPED","total_pounds_SHARK, HAMMERHEAD, GREAT","total_dollars_SHARK, TOPE","total_dollars_SHARK, DOGFISH, SPINY","total_dollars_SHARK, BLUE","total_dollars_SHARK, LEOPARD","total_dollars_SHARK, MAKO, SHORTFIN","total_dollars_SHARK, THRESHER","total_dollars_SHARK, PACIFIC ANGEL","total_dollars_SHARK, WHITE","total_dollars_SHARK, THRESHER, BIGEYE","total_dollars_SHARK, DOGFISH, SMOOTH","total_dollars_SHARK, BLACKTIP","total_dollars_SHARK, MAKO, LONGFIN","total_dollars_SHARK, PORBEAGLE","total_dollars_SHARK, DUSKY","total_dollars_SHARK, SANDBAR","total_dollars_SHARK, SAND TIGER","total_dollars_SHARK, TIGER","total_dollars_SHARK, LEMON","total_dollars_SHARK, BULL","total_dollars_SHARK, NURSE","total_dollars_SHARK, SHARPNOSE, ATLANTIC","total_dollars_SHARK, WHITETIP, OCEANIC","total_dollars_SHARK, BIGNOSE","total_dollars_SHARK, SPINNER","total_dollars_SHARK, BLACKNOSE","total_dollars_SHARK, SILKY","total_dollars_SHARK, ANGEL, ATLANTIC","total_dollars_SHARK, BONNETHEAD","total_dollars_SHARK, NIGHT","total_dollars_SHARK, FINETOOTH","total_dollars_SHARK, HAMMERHEAD, SMOOTH","total_dollars_SHARK, BROWN CAT","total_dollars_SHARK, HAMMERHEAD, SCALLOPED","total_dollars_SHARK, HAMMERHEAD, GREAT"
"262",1996,"ALASKA",NA,10406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",1996,"CALIFORNIA",137998,1245,536,16693,211469,698256,35712,NA,44910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70891,276,130,11239,166644,593278,14231,NA,17745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",1996,"FLORIDA-EAST",NA,NA,NA,NA,13099,6112,NA,NA,NA,NA,268123,NA,NA,44653,504351,1090,5675,2868,4457,NA,81341,NA,NA,NA,76928,16053,NA,38404,NA,30088,NA,NA,NA,NA,NA,NA,NA,NA,13657,2579,NA,NA,NA,NA,98530,NA,NA,17254,206685,463,2029,1322,1646,NA,25090,NA,NA,NA,29006,6279,NA,15301,NA,11930,NA,NA,NA,NA
"265",1996,"FLORIDA-WEST",NA,NA,NA,NA,30715,6349,NA,NA,NA,NA,82679,NA,NA,51456,930531,NA,2157,7713,22301,NA,NA,NA,NA,NA,16788,8117,NA,12213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32758,2964,NA,NA,NA,NA,29450,NA,NA,18086,355370,NA,672,2816,8760,NA,NA,NA,NA,NA,6523,3070,NA,4011,NA,NA,NA,NA,NA,NA
"266",1996,"LOUISIANA",NA,NA,NA,NA,55871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",1996,"MAINE",NA,878226,NA,NA,NA,1234,NA,NA,NA,NA,NA,160,10281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163782,NA,NA,NA,435,NA,NA,NA,NA,NA,199,8510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",1996,"MARYLAND",NA,7140422,NA,NA,NA,933,NA,NA,NA,142628,8052,NA,NA,7293,25087,NA,313,NA,NA,1816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520857,NA,NA,NA,397,NA,NA,NA,38235,4750,NA,NA,4212,10345,NA,281,NA,NA,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",1996,"MASSACHUSETTS",NA,26812017,NA,NA,53886,1263,NA,NA,NA,6,NA,2548,3472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4905557,NA,NA,49440,557,NA,NA,NA,2,NA,2035,2514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",1996,"NEW HAMPSHIRE",NA,1079523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",1996,"NEW JERSEY",NA,825414,NA,NA,1379,15894,NA,28,NA,70883,2370,1184,1038,12367,34078,6058,178,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159905,NA,NA,1540,15417,NA,18,NA,26354,971,382,478,6674,9731,675,45,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",1996,"NEW YORK",NA,73980,NA,NA,16777,521,NA,NA,NA,5612,1583,356,695,465,15132,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14774,NA,NA,20496,491,NA,NA,NA,1960,570,391,396,149,4873,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",1996,"NORTH CAROLINA",NA,13210735,NA,NA,119365,91051,NA,NA,NA,463024,115514,4644,NA,37258,551108,7630,12408,NA,NA,NA,8306,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,2145745,NA,NA,93970,26515,NA,NA,NA,83168,33508,3669,NA,9091,170165,1910,2481,NA,NA,NA,2078,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
"274",1996,"OREGON",5388,16841,1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4627,2287,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",1996,"RHODE ISLAND",NA,857581,60,NA,2194,101,NA,NA,NA,3128,NA,296,2194,152,NA,742,NA,NA,1783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163308,4,NA,2425,55,NA,NA,NA,370,NA,247,1352,109,NA,18,NA,NA,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",1996,"SOUTH CAROLINA",NA,NA,NA,NA,6186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",1996,"TEXAS",NA,NA,NA,NA,2358,NA,NA,NA,NA,NA,40939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765,NA,NA,NA,NA,NA,9575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",1996,"WASHINGTON",260,2291621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,302990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",1997,"CALIFORNIA",133413,8354,307,24870,290628,776245,67364,NA,69582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79679,2070,67,18072,225704,642902,29444,NA,34769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",1997,"FLORIDA-EAST",NA,NA,NA,NA,13831,NA,NA,NA,NA,NA,144694,NA,NA,20122,242103,NA,2297,1848,NA,NA,290428,NA,NA,8275,101988,9388,NA,81767,NA,202198,NA,NA,NA,NA,NA,NA,NA,NA,15117,NA,NA,NA,NA,NA,60935,NA,NA,8156,103416,NA,930,778,NA,NA,73977,NA,NA,4141,44390,3629,NA,25619,NA,58678,NA,NA,NA,NA
"281",1997,"FLORIDA-WEST",NA,NA,NA,NA,18984,8752,NA,NA,NA,NA,78250,NA,NA,15739,577917,219,681,6064,8186,NA,685,NA,NA,NA,18685,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20359,4687,NA,NA,NA,NA,34032,NA,NA,6836,253704,123,286,2608,3396,NA,263,NA,NA,NA,8060,NA,NA,39,NA,NA,NA,NA,NA,NA
"282",1997,"LOUISIANA",NA,NA,NA,NA,23754,NA,NA,NA,NA,NA,106508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19411,NA,NA,NA,NA,NA,34713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",1997,"MAINE",NA,448660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",1997,"MARYLAND",NA,4227433,NA,NA,NA,302,NA,NA,NA,74530,533,NA,NA,1423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781479,NA,NA,NA,166,NA,NA,NA,13858,222,NA,NA,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",1997,"MASSACHUSETTS",NA,21663592,NA,NA,51041,421,NA,NA,158,11245,NA,NA,3053,NA,NA,NA,14,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,3091863,NA,NA,45473,216,NA,NA,200,2637,NA,NA,2139,NA,NA,NA,95,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA
"286",1997,"NEW HAMPSHIRE",NA,1008785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",1997,"NEW JERSEY",NA,3312319,NA,NA,598,23452,NA,NA,NA,212643,386,1509,891,2897,4829,NA,924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574213,NA,NA,829,14407,NA,NA,NA,90646,126,291,414,666,2943,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",1997,"NEW YORK",NA,5504,167,NA,22343,496,NA,NA,NA,3014,NA,5280,477,1230,13994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202,90,NA,24867,216,NA,NA,NA,611,NA,6860,249,354,8500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",1997,"NORTH CAROLINA",NA,7608426,NA,NA,167198,164806,NA,NA,NA,526998,72498,1746,NA,13626,391937,1584,3610,NA,NA,NA,36712,NA,NA,NA,NA,NA,503,NA,NA,NA,NA,NA,NA,NA,NA,984707,NA,NA,138674,47830,NA,NA,NA,98589,18456,1310,NA,2895,102715,297,453,NA,NA,NA,7340,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
"290",1997,"OREGON",3053,8574,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2515,1363,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",1997,"RHODE ISLAND",NA,1008278,NA,NA,847,NA,NA,NA,NA,2802,157,190,707,NA,14,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140663,NA,NA,825,NA,NA,NA,NA,223,59,137,468,NA,1,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",1997,"SOUTH CAROLINA",NA,NA,NA,NA,15262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",1997,"TEXAS",NA,NA,NA,NA,1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",1997,"WASHINGTON",1050,1386682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519,203137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",1998,"CALIFORNIA",115361,15290,1372,32735,219491,784877,110708,NA,23967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65727,6459,389,24203,173619,609086,51675,NA,9429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",1998,"FLORIDA-EAST",NA,NA,NA,NA,10727,4698,NA,NA,NA,NA,98512,NA,NA,17204,305331,NA,7874,NA,7025,NA,295449,NA,NA,83,117891,10428,NA,17833,NA,370740,NA,NA,NA,NA,NA,NA,NA,NA,12301,1908,NA,NA,NA,NA,43944,NA,NA,7466,139441,NA,2787,NA,3287,NA,83454,NA,NA,32,56968,7045,NA,7679,NA,130876,NA,NA,NA,NA
"297",1998,"FLORIDA-WEST",NA,NA,NA,NA,13360,2168,NA,NA,NA,NA,69544,NA,NA,11073,641591,NA,2024,24577,2906,NA,2743,NA,NA,NA,23394,5154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15315,1055,NA,NA,NA,NA,28159,NA,NA,4545,243090,NA,590,7800,1087,NA,1044,NA,NA,NA,9341,3177,NA,NA,NA,NA,NA,NA,NA,NA
"298",1998,"LOUISIANA",NA,NA,NA,NA,79029,NA,NA,NA,NA,NA,189379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32911,NA,NA,NA,NA,NA,47960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",1998,"MAINE",NA,262480,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,12402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44355,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,10361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",1998,"MARYLAND",NA,2398999,NA,NA,262,1413,NA,NA,NA,300240,181,NA,NA,11,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354299,NA,NA,361,768,NA,NA,NA,41947,22,NA,NA,5,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",1998,"MASSACHUSETTS",NA,24910047,NA,NA,40208,719,NA,NA,NA,NA,NA,924,5816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4274269,NA,NA,33740,450,NA,NA,NA,NA,NA,1097,5541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",1998,"NEW HAMPSHIRE",NA,1893425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",1998,"NEW JERSEY",NA,6081841,NA,NA,96,23097,NA,NA,NA,184220,11315,828,280,945,28818,17,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012970,NA,NA,69,13296,NA,NA,NA,65760,5826,167,181,284,10788,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",1998,"NEW YORK",NA,5862,NA,NA,24402,715,NA,NA,NA,21556,NA,528,639,1062,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,3343,NA,NA,NA,NA,NA,NA,NA,NA,NA,1521,NA,NA,26683,491,NA,NA,NA,7328,NA,104,366,29,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"305",1998,"NORTH CAROLINA",NA,4961379,NA,NA,136214,103032,NA,NA,NA,489451,95536,NA,NA,22204,381094,NA,4018,NA,NA,NA,19550,NA,NA,NA,NA,NA,422,NA,NA,NA,NA,NA,NA,NA,NA,650826,NA,NA,93321,31435,NA,NA,NA,93308,19896,NA,NA,4440,88916,NA,502,NA,NA,NA,3909,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA
"306",1998,"OREGON",2442,233503,4299,NA,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2058,30879,5520,NA,2674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",1998,"RHODE ISLAND",NA,1760324,NA,NA,560,510,NA,NA,NA,15896,NA,830,177,183,588,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274537,NA,NA,570,140,NA,NA,NA,4450,NA,289,163,67,231,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",1998,"SOUTH CAROLINA",NA,NA,NA,NA,6423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",1998,"TEXAS",NA,NA,NA,NA,3068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",1998,"VIRGINIA",NA,3091303,NA,NA,NA,NA,NA,NA,NA,80753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463758,NA,NA,NA,NA,NA,NA,NA,23823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",1998,"WASHINGTON",813,912652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,128444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",1999,"CALIFORNIA",162532,64469,123,31598,138227,581525,106822,NA,12052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85521,60961,25,23466,110334,488860,50896,NA,5875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",1999,"CONNECTICUT",NA,NA,1529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",1999,"FLORIDA-EAST",NA,NA,NA,NA,11403,NA,NA,NA,NA,NA,123328,NA,NA,41845,379920,NA,11669,6798,6435,NA,257947,NA,NA,NA,107219,6968,NA,NA,NA,352137,NA,NA,NA,NA,NA,NA,NA,NA,12647,NA,NA,NA,NA,NA,53812,NA,NA,16653,160976,NA,4922,2907,3042,NA,75516,NA,NA,NA,58150,2826,NA,NA,NA,139799,NA,NA,NA,NA
"315",1999,"FLORIDA-WEST",NA,NA,NA,NA,16260,3627,NA,NA,NA,NA,67014,NA,NA,13232,523277,NA,NA,24997,27526,NA,NA,NA,NA,NA,11091,NA,NA,3432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17111,1860,NA,NA,NA,NA,28712,NA,NA,4917,223957,NA,NA,11448,11339,NA,NA,NA,NA,NA,4240,NA,NA,1512,NA,NA,NA,NA,NA,NA
"316",1999,"LOUISIANA",NA,NA,NA,NA,16492,NA,NA,NA,NA,NA,1439230,3420,NA,NA,735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13072,NA,NA,NA,NA,NA,440971,2912,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",1999,"MAINE",NA,34811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",1999,"MARYLAND",NA,2092754,NA,NA,NA,1576,NA,NA,NA,124749,978,NA,NA,423,558,NA,NA,NA,57,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,347470,NA,NA,NA,675,NA,NA,NA,13968,464,NA,NA,208,446,NA,NA,NA,47,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
"319",1999,"MASSACHUSETTS",NA,14915041,NA,NA,22582,107,NA,NA,NA,NA,NA,92,2356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2314936,NA,NA,20644,5,NA,NA,NA,NA,NA,132,2154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
