"","year","state","nmfs_name","total_pounds","total_dollars","region"
"1111",1997,"NORTH CAROLINA","SHARK, ANGEL, ATLANTIC",503,44,"South Atlantic"
"1112",1997,"NORTH CAROLINA","SHARK, BLACKTIP",72498,18456,"South Atlantic"
"1113",1997,"NORTH CAROLINA","SHARK, DOGFISH, SMOOTH",526998,98589,"South Atlantic"
"1114",1997,"NORTH CAROLINA","SHARK, DOGFISH, SPINY",7608426,984707,"South Atlantic"
"1115",1997,"NORTH CAROLINA","SHARK, DUSKY",13626,2895,"South Atlantic"
"1116",1997,"NORTH CAROLINA","SHARK, MAKO, LONGFIN",1746,1310,"South Atlantic"
"1117",1997,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",167198,138674,"South Atlantic"
"1118",1997,"NORTH CAROLINA","SHARK, SAND TIGER",1584,297,"South Atlantic"
"1119",1997,"NORTH CAROLINA","SHARK, SANDBAR",391937,102715,"South Atlantic"
"1120",1997,"NORTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",36712,7340,"South Atlantic"
"1121",1997,"NORTH CAROLINA","SHARK, THRESHER",164806,47830,"South Atlantic"
"1122",1997,"NORTH CAROLINA","SHARK, TIGER",3610,453,"South Atlantic"
"1123",1997,"OREGON","SHARK, BLUE",504,205,"Pacific Coast"
"1124",1997,"OREGON","SHARK, DOGFISH, SPINY",8574,1363,"Pacific Coast"
"1125",1997,"OREGON","SHARK, TOPE",3053,2515,"Pacific Coast"
"1126",1997,"RHODE ISLAND","SHARK, BLACKTIP",157,59,"New England"
"1127",1997,"RHODE ISLAND","SHARK, DOGFISH, SMOOTH",2802,223,"New England"
"1128",1997,"RHODE ISLAND","SHARK, DOGFISH, SPINY",1008278,140663,"New England"
"1129",1997,"RHODE ISLAND","SHARK, MAKO, LONGFIN",190,137,"New England"
"1130",1997,"RHODE ISLAND","SHARK, MAKO, SHORTFIN",847,825,"New England"
"1131",1997,"RHODE ISLAND","SHARK, PORBEAGLE",707,468,"New England"
"1132",1997,"RHODE ISLAND","SHARK, SAND TIGER",280,88,"New England"
"1133",1997,"RHODE ISLAND","SHARK, SANDBAR",14,1,"New England"
"1134",1997,"SOUTH CAROLINA","SHARK, MAKO, SHORTFIN",15262,22701,"South Atlantic"
"1135",1997,"TEXAS","SHARK, MAKO, SHORTFIN",1567,1257,"Gulf"
"1136",1997,"WASHINGTON","SHARK, DOGFISH, SPINY",1386682,203137,"Pacific Coast"
"1137",1997,"WASHINGTON","SHARK, TOPE",1050,519,"Pacific Coast"
"1138",1998,"CALIFORNIA","SHARK, BLUE",1372,389,"Pacific Coast"
"1139",1998,"CALIFORNIA","SHARK, DOGFISH, SPINY",15290,6459,"Pacific Coast"
"1140",1998,"CALIFORNIA","SHARK, LEOPARD",32735,24203,"Pacific Coast"
"1141",1998,"CALIFORNIA","SHARK, MAKO, SHORTFIN",219491,173619,"Pacific Coast"
"1142",1998,"CALIFORNIA","SHARK, PACIFIC ANGEL",110708,51675,"Pacific Coast"
"1143",1998,"CALIFORNIA","SHARK, THRESHER",784877,609086,"Pacific Coast"
"1144",1998,"CALIFORNIA","SHARK, THRESHER, BIGEYE",23967,9429,"Pacific Coast"
"1145",1998,"CALIFORNIA","SHARK, TOPE",115361,65727,"Pacific Coast"
"1146",1998,"FLORIDA-EAST","SHARK, BLACKNOSE",117891,56968,"South Atlantic"
"1147",1998,"FLORIDA-EAST","SHARK, BLACKTIP",98512,43944,"South Atlantic"
"1148",1998,"FLORIDA-EAST","SHARK, BONNETHEAD",17833,7679,"South Atlantic"
"1149",1998,"FLORIDA-EAST","SHARK, BULL",7025,3287,"South Atlantic"
"1150",1998,"FLORIDA-EAST","SHARK, DUSKY",17204,7466,"South Atlantic"
"1151",1998,"FLORIDA-EAST","SHARK, FINETOOTH",370740,130876,"South Atlantic"
"1152",1998,"FLORIDA-EAST","SHARK, MAKO, SHORTFIN",10727,12301,"South Atlantic"
"1153",1998,"FLORIDA-EAST","SHARK, SANDBAR",305331,139441,"South Atlantic"
"1154",1998,"FLORIDA-EAST","SHARK, SHARPNOSE, ATLANTIC",295449,83454,"South Atlantic"
"1155",1998,"FLORIDA-EAST","SHARK, SILKY",10428,7045,"South Atlantic"
"1156",1998,"FLORIDA-EAST","SHARK, SPINNER",83,32,"South Atlantic"
"1157",1998,"FLORIDA-EAST","SHARK, THRESHER",4698,1908,"South Atlantic"
"1158",1998,"FLORIDA-EAST","SHARK, TIGER",7874,2787,"South Atlantic"
"1159",1998,"FLORIDA-WEST","SHARK, BLACKNOSE",23394,9341,"South Atlantic"
"1160",1998,"FLORIDA-WEST","SHARK, BLACKTIP",69544,28159,"South Atlantic"
"1161",1998,"FLORIDA-WEST","SHARK, BULL",2906,1087,"South Atlantic"
"1162",1998,"FLORIDA-WEST","SHARK, DUSKY",11073,4545,"South Atlantic"
"1163",1998,"FLORIDA-WEST","SHARK, LEMON",24577,7800,"South Atlantic"
"1164",1998,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",13360,15315,"South Atlantic"
"1165",1998,"FLORIDA-WEST","SHARK, SANDBAR",641591,243090,"South Atlantic"
"1166",1998,"FLORIDA-WEST","SHARK, SHARPNOSE, ATLANTIC",2743,1044,"South Atlantic"
"1167",1998,"FLORIDA-WEST","SHARK, SILKY",5154,3177,"South Atlantic"
"1168",1998,"FLORIDA-WEST","SHARK, THRESHER",2168,1055,"South Atlantic"
"1169",1998,"FLORIDA-WEST","SHARK, TIGER",2024,590,"South Atlantic"
"1170",1998,"LOUISIANA","SHARK, BLACKTIP",189379,47960,"Gulf"
"1171",1998,"LOUISIANA","SHARK, MAKO, SHORTFIN",79029,32911,"Gulf"
"1172",1998,"MAINE","SHARK, DOGFISH, SPINY",262480,44355,"New England"
"1173",1998,"MAINE","SHARK, MAKO, SHORTFIN",9,5,"New England"
"1174",1998,"MAINE","SHARK, PORBEAGLE",12402,10361,"New England"
"1175",1998,"MARYLAND","SHARK, BLACKTIP",181,22,"Middle Atlantic"
"1176",1998,"MARYLAND","SHARK, DOGFISH, SMOOTH",300240,41947,"Middle Atlantic"
"1177",1998,"MARYLAND","SHARK, DOGFISH, SPINY",2398999,354299,"Middle Atlantic"
"1178",1998,"MARYLAND","SHARK, DUSKY",11,5,"Middle Atlantic"
"1179",1998,"MARYLAND","SHARK, MAKO, SHORTFIN",262,361,"Middle Atlantic"
"1180",1998,"MARYLAND","SHARK, SAND TIGER",46,18,"Middle Atlantic"
"1181",1998,"MARYLAND","SHARK, THRESHER",1413,768,"Middle Atlantic"
"1182",1998,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",24910047,4274269,"New England"
"1183",1998,"MASSACHUSETTS","SHARK, MAKO, LONGFIN",924,1097,"New England"
"1184",1998,"MASSACHUSETTS","SHARK, MAKO, SHORTFIN",40208,33740,"New England"
"1185",1998,"MASSACHUSETTS","SHARK, PORBEAGLE",5816,5541,"New England"
"1186",1998,"MASSACHUSETTS","SHARK, THRESHER",719,450,"New England"
"1187",1998,"NEW HAMPSHIRE","SHARK, DOGFISH, SPINY",1893425,350488,"New England"
"1188",1998,"NEW HAMPSHIRE","SHARK, PORBEAGLE",7804,4851,"New England"
"1189",1998,"NEW JERSEY","SHARK, BLACKTIP",11315,5826,"Middle Atlantic"
"1190",1998,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",184220,65760,"Middle Atlantic"
"1191",1998,"NEW JERSEY","SHARK, DOGFISH, SPINY",6081841,1012970,"Middle Atlantic"
"1192",1998,"NEW JERSEY","SHARK, DUSKY",945,284,"Middle Atlantic"
"1193",1998,"NEW JERSEY","SHARK, MAKO, LONGFIN",828,167,"Middle Atlantic"
"1194",1998,"NEW JERSEY","SHARK, MAKO, SHORTFIN",96,69,"Middle Atlantic"
"1195",1998,"NEW JERSEY","SHARK, PORBEAGLE",280,181,"Middle Atlantic"
"1196",1998,"NEW JERSEY","SHARK, SAND TIGER",17,7,"Middle Atlantic"
"1197",1998,"NEW JERSEY","SHARK, SANDBAR",28818,10788,"Middle Atlantic"
"1198",1998,"NEW JERSEY","SHARK, THRESHER",23097,13296,"Middle Atlantic"
"1199",1998,"NEW JERSEY","SHARK, TIGER",43,16,"Middle Atlantic"
"1200",1998,"NEW YORK","SHARK, DOGFISH, SMOOTH",21556,7328,"Great Lakes"
"1201",1998,"NEW YORK","SHARK, DOGFISH, SPINY",5862,1521,"Great Lakes"
"1202",1998,"NEW YORK","SHARK, DUSKY",1062,29,"Great Lakes"
"1203",1998,"NEW YORK","SHARK, MAKO, LONGFIN",528,104,"Great Lakes"
"1204",1998,"NEW YORK","SHARK, MAKO, SHORTFIN",24402,26683,"Great Lakes"
"1205",1998,"NEW YORK","SHARK, NURSE",10,8,"Great Lakes"
"1206",1998,"NEW YORK","SHARK, PORBEAGLE",639,366,"Great Lakes"
"1207",1998,"NEW YORK","SHARK, SILKY",3343,1,"Great Lakes"
"1208",1998,"NEW YORK","SHARK, THRESHER",715,491,"Great Lakes"
"1209",1998,"NORTH CAROLINA","SHARK, ANGEL, ATLANTIC",422,25,"South Atlantic"
"1210",1998,"NORTH CAROLINA","SHARK, BLACKTIP",95536,19896,"South Atlantic"
"1211",1998,"NORTH CAROLINA","SHARK, DOGFISH, SMOOTH",489451,93308,"South Atlantic"
"1212",1998,"NORTH CAROLINA","SHARK, DOGFISH, SPINY",4961379,650826,"South Atlantic"
"1213",1998,"NORTH CAROLINA","SHARK, DUSKY",22204,4440,"South Atlantic"
"1214",1998,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",136214,93321,"South Atlantic"
"1215",1998,"NORTH CAROLINA","SHARK, SANDBAR",381094,88916,"South Atlantic"
"1216",1998,"NORTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",19550,3909,"South Atlantic"
"1217",1998,"NORTH CAROLINA","SHARK, THRESHER",103032,31435,"South Atlantic"
"1218",1998,"NORTH CAROLINA","SHARK, TIGER",4018,502,"South Atlantic"
"1219",1998,"OREGON","SHARK, BLUE",4299,5520,"Pacific Coast"
"1220",1998,"OREGON","SHARK, DOGFISH, SPINY",233503,30879,"Pacific Coast"
"1221",1998,"OREGON","SHARK, MAKO, SHORTFIN",1968,2674,"Pacific Coast"
"1222",1998,"OREGON","SHARK, TOPE",2442,2058,"Pacific Coast"
"1223",1998,"RHODE ISLAND","SHARK, DOGFISH, SMOOTH",15896,4450,"New England"
"1224",1998,"RHODE ISLAND","SHARK, DOGFISH, SPINY",1760324,274537,"New England"
"1225",1998,"RHODE ISLAND","SHARK, DUSKY",183,67,"New England"
"1226",1998,"RHODE ISLAND","SHARK, MAKO, LONGFIN",830,289,"New England"
"1227",1998,"RHODE ISLAND","SHARK, MAKO, SHORTFIN",560,570,"New England"
"1228",1998,"RHODE ISLAND","SHARK, PORBEAGLE",177,163,"New England"
"1229",1998,"RHODE ISLAND","SHARK, SAND TIGER",21,11,"New England"
"1230",1998,"RHODE ISLAND","SHARK, SANDBAR",588,231,"New England"
"1231",1998,"RHODE ISLAND","SHARK, THRESHER",510,140,"New England"
"1232",1998,"SOUTH CAROLINA","SHARK, MAKO, SHORTFIN",6423,9626,"South Atlantic"
"1233",1998,"TEXAS","SHARK, MAKO, SHORTFIN",3068,2256,"Gulf"
"1234",1998,"VIRGINIA","SHARK, DOGFISH, SMOOTH",80753,23823,"Middle Atlantic"
"1235",1998,"VIRGINIA","SHARK, DOGFISH, SPINY",3091303,463758,"Middle Atlantic"
"1236",1998,"WASHINGTON","SHARK, DOGFISH, SPINY",912652,128444,"Pacific Coast"
"1237",1998,"WASHINGTON","SHARK, TOPE",813,395,"Pacific Coast"
"1238",1999,"CALIFORNIA","SHARK, BLUE",123,25,"Pacific Coast"
"1239",1999,"CALIFORNIA","SHARK, DOGFISH, SPINY",64469,60961,"Pacific Coast"
"1240",1999,"CALIFORNIA","SHARK, LEOPARD",31598,23466,"Pacific Coast"
"1241",1999,"CALIFORNIA","SHARK, MAKO, SHORTFIN",138227,110334,"Pacific Coast"
"1242",1999,"CALIFORNIA","SHARK, PACIFIC ANGEL",106822,50896,"Pacific Coast"
"1243",1999,"CALIFORNIA","SHARK, THRESHER",581525,488860,"Pacific Coast"
"1244",1999,"CALIFORNIA","SHARK, THRESHER, BIGEYE",12052,5875,"Pacific Coast"
"1245",1999,"CALIFORNIA","SHARK, TOPE",162532,85521,"Pacific Coast"
"1246",1999,"CONNECTICUT","SHARK, BLUE",1529,275,"New England"
"1247",1999,"FLORIDA-EAST","SHARK, BLACKNOSE",107219,58150,"South Atlantic"
"1248",1999,"FLORIDA-EAST","SHARK, BLACKTIP",123328,53812,"South Atlantic"
"1249",1999,"FLORIDA-EAST","SHARK, BULL",6435,3042,"South Atlantic"
"1250",1999,"FLORIDA-EAST","SHARK, DUSKY",41845,16653,"South Atlantic"
"1251",1999,"FLORIDA-EAST","SHARK, FINETOOTH",352137,139799,"South Atlantic"
"1252",1999,"FLORIDA-EAST","SHARK, LEMON",6798,2907,"South Atlantic"
"1253",1999,"FLORIDA-EAST","SHARK, MAKO, SHORTFIN",11403,12647,"South Atlantic"
"1254",1999,"FLORIDA-EAST","SHARK, SANDBAR",379920,160976,"South Atlantic"
"1255",1999,"FLORIDA-EAST","SHARK, SHARPNOSE, ATLANTIC",257947,75516,"South Atlantic"
"1256",1999,"FLORIDA-EAST","SHARK, SILKY",6968,2826,"South Atlantic"
"1257",1999,"FLORIDA-EAST","SHARK, TIGER",11669,4922,"South Atlantic"
"1258",1999,"FLORIDA-WEST","SHARK, BLACKNOSE",11091,4240,"South Atlantic"
"1259",1999,"FLORIDA-WEST","SHARK, BLACKTIP",67014,28712,"South Atlantic"
"1260",1999,"FLORIDA-WEST","SHARK, BONNETHEAD",3432,1512,"South Atlantic"
"1261",1999,"FLORIDA-WEST","SHARK, BULL",27526,11339,"South Atlantic"
"1262",1999,"FLORIDA-WEST","SHARK, DUSKY",13232,4917,"South Atlantic"
"1263",1999,"FLORIDA-WEST","SHARK, LEMON",24997,11448,"South Atlantic"
"1264",1999,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",16260,17111,"South Atlantic"
"1265",1999,"FLORIDA-WEST","SHARK, SANDBAR",523277,223957,"South Atlantic"
"1266",1999,"FLORIDA-WEST","SHARK, THRESHER",3627,1860,"South Atlantic"
"1267",1999,"LOUISIANA","SHARK, BLACKTIP",1439230,440971,"Gulf"
"1268",1999,"LOUISIANA","SHARK, MAKO, LONGFIN",3420,2912,"Gulf"
"1269",1999,"LOUISIANA","SHARK, MAKO, SHORTFIN",16492,13072,"Gulf"
"1270",1999,"LOUISIANA","SHARK, SANDBAR",735,139,"Gulf"
"1271",1999,"MAINE","SHARK, DOGFISH, SPINY",34811,8448,"New England"
"1272",1999,"MAINE","SHARK, PORBEAGLE",188,101,"New England"
"1273",1999,"MARYLAND","SHARK, BLACKTIP",978,464,"Middle Atlantic"
"1274",1999,"MARYLAND","SHARK, BULL",57,47,"Middle Atlantic"
"1275",1999,"MARYLAND","SHARK, DOGFISH, SMOOTH",124749,13968,"Middle Atlantic"
"1276",1999,"MARYLAND","SHARK, DOGFISH, SPINY",2092754,347470,"Middle Atlantic"
"1277",1999,"MARYLAND","SHARK, DUSKY",423,208,"Middle Atlantic"
"1278",1999,"MARYLAND","SHARK, FINETOOTH",22,11,"Middle Atlantic"
"1279",1999,"MARYLAND","SHARK, SANDBAR",558,446,"Middle Atlantic"
"1280",1999,"MARYLAND","SHARK, SHARPNOSE, ATLANTIC",8,4,"Middle Atlantic"
"1281",1999,"MARYLAND","SHARK, THRESHER",1576,675,"Middle Atlantic"
"1282",1999,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",14915041,2314936,"New England"
"1283",1999,"MASSACHUSETTS","SHARK, MAKO, LONGFIN",92,132,"New England"
"1284",1999,"MASSACHUSETTS","SHARK, MAKO, SHORTFIN",22582,20644,"New England"
"1285",1999,"MASSACHUSETTS","SHARK, PORBEAGLE",2356,2154,"New England"
"1286",1999,"MASSACHUSETTS","SHARK, THRESHER",107,5,"New England"
"1287",1999,"NEW HAMPSHIRE","SHARK, DOGFISH, SPINY",1238493,204741,"New England"
"1288",1999,"NEW HAMPSHIRE","SHARK, PORBEAGLE",4024,1812,"New England"
"1289",1999,"NEW JERSEY","SHARK, BLACKTIP",293,158,"Middle Atlantic"
"1290",1999,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",309100,115472,"Middle Atlantic"
"1291",1999,"NEW JERSEY","SHARK, DOGFISH, SPINY",3911017,668970,"Middle Atlantic"
"1292",1999,"NEW JERSEY","SHARK, DUSKY",419,171,"Middle Atlantic"
"1293",1999,"NEW JERSEY","SHARK, MAKO, LONGFIN",964,212,"Middle Atlantic"
"1294",1999,"NEW JERSEY","SHARK, PORBEAGLE",767,456,"Middle Atlantic"
"1295",1999,"NEW JERSEY","SHARK, SANDBAR",10477,6335,"Middle Atlantic"
"1296",1999,"NEW JERSEY","SHARK, SHARPNOSE, ATLANTIC",528,171,"Middle Atlantic"
"1297",1999,"NEW JERSEY","SHARK, THRESHER",33899,29564,"Middle Atlantic"
"1298",1999,"NEW JERSEY","SHARK, THRESHER, BIGEYE",29,12,"Middle Atlantic"
"1299",1999,"NEW YORK","SHARK, BIGNOSE",15,49,"Great Lakes"
"1300",1999,"NEW YORK","SHARK, BLACKTIP",42,15,"Great Lakes"
"1301",1999,"NEW YORK","SHARK, DOGFISH, SMOOTH",4570,1504,"Great Lakes"
"1302",1999,"NEW YORK","SHARK, DOGFISH, SPINY",1380163,208096,"Great Lakes"
"1303",1999,"NEW YORK","SHARK, DUSKY",82,49,"Great Lakes"
"1304",1999,"NEW YORK","SHARK, MAKO, SHORTFIN",18714,43001,"Great Lakes"
"1305",1999,"NEW YORK","SHARK, NURSE",11,12,"Great Lakes"
"1306",1999,"NEW YORK","SHARK, PORBEAGLE",24,13,"Great Lakes"
"1307",1999,"NEW YORK","SHARK, SAND TIGER",10,5,"Great Lakes"
"1308",1999,"NEW YORK","SHARK, THRESHER",969,940,"Great Lakes"
"1309",1999,"NORTH CAROLINA","SHARK, BLACKTIP",56207,15090,"South Atlantic"
"1310",1999,"NORTH CAROLINA","SHARK, DOGFISH, SMOOTH",504943,109197,"South Atlantic"
"1311",1999,"NORTH CAROLINA","SHARK, DOGFISH, SPINY",3718628,510564,"South Atlantic"
"1312",1999,"NORTH CAROLINA","SHARK, DUSKY",34798,7537,"South Atlantic"
"1313",1999,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",110266,97210,"South Atlantic"
"1314",1999,"NORTH CAROLINA","SHARK, SANDBAR",824230,180185,"South Atlantic"
"1315",1999,"NORTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",20888,2618,"South Atlantic"
"1316",1999,"NORTH CAROLINA","SHARK, THRESHER",82447,17868,"South Atlantic"
"1317",1999,"NORTH CAROLINA","SHARK, TIGER",3106,552,"South Atlantic"
"1318",1999,"OREGON","SHARK, BLUE",144,49,"Pacific Coast"
"1319",1999,"OREGON","SHARK, DOGFISH, SPINY",114135,15219,"Pacific Coast"
"1320",1999,"OREGON","SHARK, MAKO, SHORTFIN",545,788,"Pacific Coast"
"1321",1999,"OREGON","SHARK, THRESHER",2472,3032,"Pacific Coast"
"1322",1999,"OREGON","SHARK, TOPE",1199,947,"Pacific Coast"
"1323",1999,"RHODE ISLAND","SHARK, BLUE",14,10,"New England"
"1324",1999,"RHODE ISLAND","SHARK, DOGFISH, SMOOTH",43873,7008,"New England"
"1325",1999,"RHODE ISLAND","SHARK, DOGFISH, SPINY",1337603,195940,"New England"
"1326",1999,"RHODE ISLAND","SHARK, DUSKY",49,18,"New England"
"1327",1999,"RHODE ISLAND","SHARK, MAKO, LONGFIN",129,1,"New England"
"1328",1999,"RHODE ISLAND","SHARK, PORBEAGLE",70,56,"New England"
"1329",1999,"RHODE ISLAND","SHARK, SAND TIGER",184,130,"New England"
"1330",1999,"RHODE ISLAND","SHARK, THRESHER",182,97,"New England"
"1331",1999,"SOUTH CAROLINA","SHARK, MAKO, SHORTFIN",3559,5453,"South Atlantic"
"1332",1999,"TEXAS","SHARK, MAKO, SHORTFIN",3306,2594,"Gulf"
"1333",1999,"VIRGINIA","SHARK, DOGFISH, SMOOTH",337891,102463,"Middle Atlantic"
"1334",1999,"VIRGINIA","SHARK, DOGFISH, SPINY",4823189,837765,"Middle Atlantic"
"1335",1999,"WASHINGTON","SHARK, DOGFISH, SPINY",1110937,168183,"Pacific Coast"
"1336",1999,"WASHINGTON","SHARK, THRESHER",144232,144164,"Pacific Coast"
"1337",1999,"WASHINGTON","SHARK, TOPE",464,233,"Pacific Coast"
"1338",2000,"CALIFORNIA","SHARK, BLUE",431,307,"Pacific Coast"
"1339",2000,"CALIFORNIA","SHARK, DOGFISH, SPINY",31992,12143,"Pacific Coast"
"1340",2000,"CALIFORNIA","SHARK, LEOPARD",29110,21139,"Pacific Coast"
"1341",2000,"CALIFORNIA","SHARK, MAKO, SHORTFIN",176368,133350,"Pacific Coast"
"1342",2000,"CALIFORNIA","SHARK, PACIFIC ANGEL",74856,36703,"Pacific Coast"
"1343",2000,"CALIFORNIA","SHARK, THRESHER",560374,489218,"Pacific Coast"
"1344",2000,"CALIFORNIA","SHARK, THRESHER, BIGEYE",10095,4637,"Pacific Coast"
"1345",2000,"CALIFORNIA","SHARK, TOPE",101283,50239,"Pacific Coast"
"1346",2000,"FLORIDA-EAST","SHARK, BLACKNOSE",220104,115911,"South Atlantic"
"1347",2000,"FLORIDA-EAST","SHARK, BLACKTIP",175299,66156,"South Atlantic"
"1348",2000,"FLORIDA-EAST","SHARK, DUSKY",14309,5846,"South Atlantic"
"1349",2000,"FLORIDA-EAST","SHARK, FINETOOTH",283867,102423,"South Atlantic"
"1350",2000,"FLORIDA-EAST","SHARK, MAKO, SHORTFIN",11760,13452,"South Atlantic"
"1351",2000,"FLORIDA-EAST","SHARK, SANDBAR",439424,169520,"South Atlantic"
"1352",2000,"FLORIDA-EAST","SHARK, SHARPNOSE, ATLANTIC",144892,50827,"South Atlantic"
"1353",2000,"FLORIDA-EAST","SHARK, THRESHER",2189,946,"South Atlantic"
"1354",2000,"FLORIDA-EAST","SHARK, TIGER",5500,2135,"South Atlantic"
"1355",2000,"FLORIDA-WEST","SHARK, BLACKNOSE",21797,7981,"South Atlantic"
"1356",2000,"FLORIDA-WEST","SHARK, BLACKTIP",106930,37874,"South Atlantic"
"1357",2000,"FLORIDA-WEST","SHARK, BULL",17679,5740,"South Atlantic"
"1358",2000,"FLORIDA-WEST","SHARK, LEMON",31163,10456,"South Atlantic"
"1359",2000,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",14480,14709,"South Atlantic"
"1360",2000,"FLORIDA-WEST","SHARK, SANDBAR",836754,297581,"South Atlantic"
"1361",2000,"FLORIDA-WEST","SHARK, SHARPNOSE, ATLANTIC",716,196,"South Atlantic"
"1362",2000,"FLORIDA-WEST","SHARK, SILKY",10906,3763,"South Atlantic"
"1363",2000,"FLORIDA-WEST","SHARK, SPINNER",8192,3075,"South Atlantic"
"1364",2000,"FLORIDA-WEST","SHARK, THRESHER",491,239,"South Atlantic"
"1365",2000,"FLORIDA-WEST","SHARK, TIGER",1642,477,"South Atlantic"
"1366",2000,"LOUISIANA","SHARK, BLACKTIP",1265915,402534,"Gulf"
"1367",2000,"LOUISIANA","SHARK, MAKO, LONGFIN",5654,4419,"Gulf"
"1368",2000,"LOUISIANA","SHARK, MAKO, SHORTFIN",10396,8562,"Gulf"
"1369",2000,"MAINE","SHARK, DOGFISH, SPINY",7661,1777,"New England"
"1370",2000,"MAINE","SHARK, PORBEAGLE",288,321,"New England"
"1371",2000,"MARYLAND","SHARK, BLACKTIP",1219,439,"Middle Atlantic"
"1372",2000,"MARYLAND","SHARK, BULL",768,276,"Middle Atlantic"
"1373",2000,"MARYLAND","SHARK, DOGFISH, SMOOTH",36458,14575,"Middle Atlantic"
"1374",2000,"MARYLAND","SHARK, DOGFISH, SPINY",446981,85436,"Middle Atlantic"
"1375",2000,"MARYLAND","SHARK, DUSKY",192,55,"Middle Atlantic"
"1376",2000,"MARYLAND","SHARK, MAKO, LONGFIN",528,689,"Middle Atlantic"
"1377",2000,"MARYLAND","SHARK, SAND TIGER",1364,392,"Middle Atlantic"
"1378",2000,"MARYLAND","SHARK, SILKY",751,313,"Middle Atlantic"
"1379",2000,"MARYLAND","SHARK, THRESHER",588,360,"Middle Atlantic"
"1380",2000,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",5761654,1335411,"New England"
"1381",2000,"MASSACHUSETTS","SHARK, MAKO, SHORTFIN",22675,23399,"New England"
"1382",2000,"NEW HAMPSHIRE","SHARK, DOGFISH, SPINY",2334497,604980,"New England"
"1383",2000,"NEW HAMPSHIRE","SHARK, PORBEAGLE",3137,1873,"New England"
"1384",2000,"NEW JERSEY","SHARK, BLACKTIP",709,487,"Middle Atlantic"
"1385",2000,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",409592,184986,"Middle Atlantic"
"1386",2000,"NEW JERSEY","SHARK, DOGFISH, SPINY",5222164,978612,"Middle Atlantic"
"1387",2000,"NEW JERSEY","SHARK, DUSKY",174931,66107,"Middle Atlantic"
"1388",2000,"NEW JERSEY","SHARK, SANDBAR",10106,5097,"Middle Atlantic"
"1389",2000,"NEW JERSEY","SHARK, THRESHER",10456,8302,"Middle Atlantic"
"1390",2000,"NEW YORK","SHARK, ANGEL, ATLANTIC",86,280,"Great Lakes"
"1391",2000,"NEW YORK","SHARK, BLACKTIP",14,5,"Great Lakes"
"1392",2000,"NEW YORK","SHARK, DOGFISH, SMOOTH",23146,7722,"Great Lakes"
"1393",2000,"NEW YORK","SHARK, DOGFISH, SPINY",1903442,362437,"Great Lakes"
"1394",2000,"NEW YORK","SHARK, DUSKY",1393,272,"Great Lakes"
"1395",2000,"NEW YORK","SHARK, MAKO, SHORTFIN",18656,17077,"Great Lakes"
"1396",2000,"NEW YORK","SHARK, NURSE",132,132,"Great Lakes"
"1397",2000,"NEW YORK","SHARK, PORBEAGLE",266,219,"Great Lakes"
"1398",2000,"NEW YORK","SHARK, THRESHER",894,612,"Great Lakes"
"1399",2000,"NORTH CAROLINA","SHARK, BLACKTIP",72150,16749,"South Atlantic"
"1400",2000,"NORTH CAROLINA","SHARK, DOGFISH, SMOOTH",335282,79889,"South Atlantic"
"1401",2000,"NORTH CAROLINA","SHARK, DOGFISH, SPINY",3549939,598419,"South Atlantic"
"1402",2000,"NORTH CAROLINA","SHARK, DUSKY",10774,2209,"South Atlantic"
"1403",2000,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",98778,79022,"South Atlantic"
"1404",2000,"NORTH CAROLINA","SHARK, SANDBAR",685090,155016,"South Atlantic"
"1405",2000,"NORTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",49384,8856,"South Atlantic"
"1406",2000,"NORTH CAROLINA","SHARK, THRESHER",92122,19487,"South Atlantic"
"1407",2000,"NORTH CAROLINA","SHARK, TIGER",3064,499,"South Atlantic"
"1408",2000,"OREGON","SHARK, BLUE",509,474,"Pacific Coast"
"1409",2000,"OREGON","SHARK, DOGFISH, SPINY",88614,10394,"Pacific Coast"
"1410",2000,"OREGON","SHARK, THRESHER",888,1057,"Pacific Coast"
"1411",2000,"OREGON","SHARK, TOPE",1685,1310,"Pacific Coast"
"1412",2000,"RHODE ISLAND","SHARK, DOGFISH, SMOOTH",4052,932,"New England"
"1413",2000,"RHODE ISLAND","SHARK, DOGFISH, SPINY",240072,49719,"New England"
"1414",2000,"SOUTH CAROLINA","SHARK, MAKO, SHORTFIN",4976,6798,"South Atlantic"
"1415",2000,"TEXAS","SHARK, MAKO, SHORTFIN",5427,4664,"Gulf"
