"","year","state","nmfs_name","total_pounds","total_dollars","region"
"1662",2004,"FLORIDA-EAST","SHARK, TIGER",12546,3958,"South Atlantic"
"1663",2004,"FLORIDA-WEST","SHARK, BLACKNOSE",7823,2508,"South Atlantic"
"1664",2004,"FLORIDA-WEST","SHARK, BLACKTIP",91905,24737,"South Atlantic"
"1665",2004,"FLORIDA-WEST","SHARK, BULL",31905,7426,"South Atlantic"
"1666",2004,"FLORIDA-WEST","SHARK, LEMON",39217,9739,"South Atlantic"
"1667",2004,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",7600,6810,"South Atlantic"
"1668",2004,"FLORIDA-WEST","SHARK, SANDBAR",772800,203775,"South Atlantic"
"1669",2004,"FLORIDA-WEST","SHARK, TIGER",2235,539,"South Atlantic"
"1670",2004,"HAWAII","SHARK, MAKO, SHORTFIN",124918,47523,"Hawaii"
"1671",2004,"LOUISIANA","SHARK, BLACKTIP",927725,535334,"Gulf"
"1672",2004,"LOUISIANA","SHARK, MAKO, SHORTFIN",10235,7123,"Gulf"
"1673",2004,"MAINE","SHARK, DOGFISH, SPINY",3331,664,"New England"
"1674",2004,"MAINE","SHARK, PORBEAGLE",918,295,"New England"
"1675",2004,"MARYLAND","SHARK, BLUE",425,85,"Middle Atlantic"
"1676",2004,"MARYLAND","SHARK, DOGFISH, SMOOTH",8165,3504,"Middle Atlantic"
"1677",2004,"MARYLAND","SHARK, DOGFISH, SPINY",410,197,"Middle Atlantic"
"1678",2004,"MARYLAND","SHARK, MAKO, LONGFIN",1923,1921,"Middle Atlantic"
"1679",2004,"MARYLAND","SHARK, SILKY",245,35,"Middle Atlantic"
"1680",2004,"MARYLAND","SHARK, THRESHER",456,149,"Middle Atlantic"
"1681",2004,"MARYLAND","SHARK, THRESHER, BIGEYE",388,136,"Middle Atlantic"
"1682",2004,"MASSACHUSETTS","SHARK, BLACKTIP",302,303,"New England"
"1683",2004,"MASSACHUSETTS","SHARK, DOGFISH, SMOOTH",1281,296,"New England"
"1684",2004,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",1216510,184436,"New England"
"1685",2004,"MASSACHUSETTS","SHARK, MAKO, LONGFIN",35,630,"New England"
"1686",2004,"MASSACHUSETTS","SHARK, MAKO, SHORTFIN",24007,18392,"New England"
"1687",2004,"MASSACHUSETTS","SHARK, PORBEAGLE",3373,1628,"New England"
"1688",2004,"MASSACHUSETTS","SHARK, SANDBAR",238,43,"New England"
"1689",2004,"NEW HAMPSHIRE","SHARK, DOGFISH, SPINY",300,57,"New England"
"1690",2004,"NEW HAMPSHIRE","SHARK, THRESHER",105,79,"New England"
"1691",2004,"NEW JERSEY","SHARK, BLACKTIP",263,165,"Middle Atlantic"
"1692",2004,"NEW JERSEY","SHARK, BLUE",152,38,"Middle Atlantic"
"1693",2004,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",213565,104517,"Middle Atlantic"
"1694",2004,"NEW JERSEY","SHARK, DOGFISH, SPINY",3700,650,"Middle Atlantic"
"1695",2004,"NEW JERSEY","SHARK, HAMMERHEAD, SMOOTH",33,10,"Middle Atlantic"
"1696",2004,"NEW JERSEY","SHARK, MAKO, LONGFIN",229,267,"Middle Atlantic"
"1697",2004,"NEW JERSEY","SHARK, MAKO, SHORTFIN",11407,10060,"Middle Atlantic"
"1698",2004,"NEW JERSEY","SHARK, PORBEAGLE",50,117,"Middle Atlantic"
"1699",2004,"NEW JERSEY","SHARK, SANDBAR",27790,24048,"Middle Atlantic"
"1700",2004,"NEW JERSEY","SHARK, THRESHER",15078,8557,"Middle Atlantic"
"1701",2004,"NEW JERSEY","SHARK, THRESHER, BIGEYE",611,527,"Middle Atlantic"
"1702",2004,"NEW YORK","SHARK, ANGEL, ATLANTIC",150,112,"Great Lakes"
"1703",2004,"NEW YORK","SHARK, BLACKTIP",120,36,"Great Lakes"
"1704",2004,"NEW YORK","SHARK, DOGFISH, SMOOTH",96093,34546,"Great Lakes"
"1705",2004,"NEW YORK","SHARK, DOGFISH, SPINY",46039,7090,"Great Lakes"
"1706",2004,"NEW YORK","SHARK, MAKO, LONGFIN",17,9,"Great Lakes"
"1707",2004,"NEW YORK","SHARK, MAKO, SHORTFIN",1252,1692,"Great Lakes"
"1708",2004,"NEW YORK","SHARK, NURSE",29,42,"Great Lakes"
"1709",2004,"NEW YORK","SHARK, SAND TIGER",87,70,"Great Lakes"
"1710",2004,"NEW YORK","SHARK, SANDBAR",17173,24999,"Great Lakes"
"1711",2004,"NEW YORK","SHARK, THRESHER",65,49,"Great Lakes"
"1712",2004,"NEW YORK","SHARK, WHITE",81,29,"Great Lakes"
"1713",2004,"NORTH CAROLINA","SHARK, BLACKTIP",10436,3291,"South Atlantic"
"1714",2004,"NORTH CAROLINA","SHARK, DOGFISH, SMOOTH",623697,159993,"South Atlantic"
"1715",2004,"NORTH CAROLINA","SHARK, DOGFISH, SPINY",522576,26167,"South Atlantic"
"1716",2004,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",215482,173244,"South Atlantic"
"1717",2004,"NORTH CAROLINA","SHARK, SANDBAR",520264,108124,"South Atlantic"
"1718",2004,"NORTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",17356,3386,"South Atlantic"
"1719",2004,"NORTH CAROLINA","SHARK, THRESHER",56672,13554,"South Atlantic"
"1720",2004,"NORTH CAROLINA","SHARK, TIGER",25876,1415,"South Atlantic"
"1721",2004,"OREGON","SHARK, BLUE",1059,395,"Pacific Coast"
"1722",2004,"OREGON","SHARK, DOGFISH, SPINY",10146,43,"Pacific Coast"
"1723",2004,"OREGON","SHARK, TOPE",1880,60,"Pacific Coast"
"1724",2004,"PROCESS AT SEA","SHARK, DOGFISH, SPINY",16417,0,"PROCESS AT SEA"
"1725",2004,"RHODE ISLAND","SHARK, BULL",275,69,"New England"
"1726",2004,"RHODE ISLAND","SHARK, DOGFISH, SMOOTH",3954,1032,"New England"
"1727",2004,"RHODE ISLAND","SHARK, DOGFISH, SPINY",147822,21536,"New England"
"1728",2004,"RHODE ISLAND","SHARK, PORBEAGLE",68,68,"New England"
"1729",2004,"RHODE ISLAND","SHARK, SAND TIGER",18,9,"New England"
"1730",2004,"RHODE ISLAND","SHARK, SANDBAR",997,292,"New England"
"1731",2004,"SOUTH CAROLINA","SHARK, BLACKTIP",14179,7280,"South Atlantic"
"1732",2004,"SOUTH CAROLINA","SHARK, SANDBAR",95021,42406,"South Atlantic"
"1733",2004,"SOUTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",4384,3288,"South Atlantic"
"1734",2004,"SOUTH CAROLINA","SHARK, TIGER",677,236,"South Atlantic"
"1735",2004,"TEXAS","SHARK, MAKO, SHORTFIN",5103,3996,"Gulf"
"1736",2004,"VIRGINIA","SHARK, BLACKTIP",72326,27124,"Middle Atlantic"
"1737",2004,"VIRGINIA","SHARK, DOGFISH, SMOOTH",807760,560108,"Middle Atlantic"
"1738",2004,"VIRGINIA","SHARK, DOGFISH, SPINY",229818,28018,"Middle Atlantic"
"1739",2004,"VIRGINIA","SHARK, HAMMERHEAD, SMOOTH",111,43,"Middle Atlantic"
"1740",2004,"VIRGINIA","SHARK, LEMON",820,239,"Middle Atlantic"
"1741",2004,"VIRGINIA","SHARK, PORBEAGLE",99,36,"Middle Atlantic"
"1742",2004,"VIRGINIA","SHARK, SAND TIGER",2522,1316,"Middle Atlantic"
"1743",2004,"VIRGINIA","SHARK, SANDBAR",27523,13918,"Middle Atlantic"
"1744",2004,"VIRGINIA","SHARK, THRESHER",10220,3724,"Middle Atlantic"
"1745",2004,"WASHINGTON","SHARK, DOGFISH, SPINY",1071649,193029,"Pacific Coast"
"1746",2005,"ALABAMA","SHARK, BLACKTIP",358147,147742,"Gulf"
"1747",2005,"ALABAMA","SHARK, SHARPNOSE, ATLANTIC",112112,57750,"Gulf"
"1748",2005,"ALABAMA","SHARK, SPINNER",19444,7485,"Gulf"
"1749",2005,"ALASKA","SHARK, DOGFISH, SPINY",21929,4693,"Alaska"
"1750",2005,"CALIFORNIA","SHARK, DOGFISH, SPINY",16871,3450,"Pacific Coast"
"1751",2005,"CALIFORNIA","SHARK, LEOPARD",28645,19997,"Pacific Coast"
"1752",2005,"CALIFORNIA","SHARK, MAKO, SHORTFIN",73432,57607,"Pacific Coast"
"1753",2005,"CALIFORNIA","SHARK, PACIFIC ANGEL",25496,14027,"Pacific Coast"
"1754",2005,"CALIFORNIA","SHARK, THRESHER",392771,270784,"Pacific Coast"
"1755",2005,"CALIFORNIA","SHARK, THRESHER, BIGEYE",21065,6234,"Pacific Coast"
"1756",2005,"CALIFORNIA","SHARK, TOPE",56220,34778,"Pacific Coast"
"1757",2005,"CONNECTICUT","SHARK, DOGFISH, SMOOTH",3823,1299,"New England"
"1758",2005,"CONNECTICUT","SHARK, DOGFISH, SPINY",83970,12912,"New England"
"1759",2005,"CONNECTICUT","SHARK, DUSKY",150,113,"New England"
"1760",2005,"DELAWARE","SHARK, DOGFISH, SMOOTH",538,312,"Middle Atlantic"
"1761",2005,"FLORIDA-EAST","SHARK, BLACKNOSE",81443,39022,"South Atlantic"
"1762",2005,"FLORIDA-EAST","SHARK, BLACKTIP",185017,80947,"South Atlantic"
"1763",2005,"FLORIDA-EAST","SHARK, BONNETHEAD",46167,22223,"South Atlantic"
"1764",2005,"FLORIDA-EAST","SHARK, BULL",23676,9720,"South Atlantic"
"1765",2005,"FLORIDA-EAST","SHARK, FINETOOTH",114032,61143,"South Atlantic"
"1766",2005,"FLORIDA-EAST","SHARK, LEMON",17448,7963,"South Atlantic"
"1767",2005,"FLORIDA-EAST","SHARK, MAKO, SHORTFIN",4682,5009,"South Atlantic"
"1768",2005,"FLORIDA-EAST","SHARK, SANDBAR",294288,122703,"South Atlantic"
"1769",2005,"FLORIDA-EAST","SHARK, SHARPNOSE, ATLANTIC",351942,144972,"South Atlantic"
"1770",2005,"FLORIDA-EAST","SHARK, SILKY",4276,1911,"South Atlantic"
"1771",2005,"FLORIDA-WEST","SHARK, BLACKNOSE",18755,6455,"South Atlantic"
"1772",2005,"FLORIDA-WEST","SHARK, BLACKTIP",219953,69835,"South Atlantic"
"1773",2005,"FLORIDA-WEST","SHARK, BULL",64208,19007,"South Atlantic"
"1774",2005,"FLORIDA-WEST","SHARK, LEMON",50999,14758,"South Atlantic"
"1775",2005,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",11913,10744,"South Atlantic"
"1776",2005,"FLORIDA-WEST","SHARK, SANDBAR",635505,199564,"South Atlantic"
"1777",2005,"FLORIDA-WEST","SHARK, SHARPNOSE, ATLANTIC",10739,3953,"South Atlantic"
"1778",2005,"FLORIDA-WEST","SHARK, SPINNER",19961,6343,"South Atlantic"
"1779",2005,"FLORIDA-WEST","SHARK, TIGER",3464,1068,"South Atlantic"
"1780",2005,"HAWAII","SHARK, MAKO, SHORTFIN",203827,81657,"Hawaii"
"1781",2005,"LOUISIANA","SHARK, BLACKTIP",428305,302674,"Gulf"
"1782",2005,"LOUISIANA","SHARK, MAKO, SHORTFIN",14434,10119,"Gulf"
"1783",2005,"MAINE","SHARK, BLACKTIP",364,149,"New England"
"1784",2005,"MAINE","SHARK, DOGFISH, SPINY",7183,1976,"New England"
"1785",2005,"MARYLAND","SHARK, DOGFISH, SMOOTH",1337,1163,"Middle Atlantic"
"1786",2005,"MARYLAND","SHARK, DOGFISH, SPINY",2739,280,"Middle Atlantic"
"1787",2005,"MARYLAND","SHARK, DUSKY",14,8,"Middle Atlantic"
"1788",2005,"MARYLAND","SHARK, MAKO, LONGFIN",15,18,"Middle Atlantic"
"1789",2005,"MARYLAND","SHARK, SAND TIGER",354,143,"Middle Atlantic"
"1790",2005,"MASSACHUSETTS","SHARK, DOGFISH, SMOOTH",15263,3302,"New England"
"1791",2005,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",1996957,360055,"New England"
"1792",2005,"MASSACHUSETTS","SHARK, MAKO, SHORTFIN",1421,1637,"New England"
"1793",2005,"MASSACHUSETTS","SHARK, PORBEAGLE",284,2401,"New England"
"1794",2005,"MASSACHUSETTS","SHARK, THRESHER",175,44,"New England"
"1795",2005,"MASSACHUSETTS","SHARK, THRESHER, BIGEYE",371,134,"New England"
"1796",2005,"NEW HAMPSHIRE","SHARK, DOGFISH, SPINY",88589,21965,"New England"
"1797",2005,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",97978,59186,"Middle Atlantic"
"1798",2005,"NEW JERSEY","SHARK, MAKO, SHORTFIN",663,795,"Middle Atlantic"
"1799",2005,"NEW JERSEY","SHARK, SANDBAR",40065,16513,"Middle Atlantic"
"1800",2005,"NEW JERSEY","SHARK, THRESHER",5781,4127,"Middle Atlantic"
"1801",2005,"NEW YORK","SHARK, DOGFISH, SMOOTH",80878,38189,"Great Lakes"
"1802",2005,"NEW YORK","SHARK, DOGFISH, SPINY",47410,11474,"Great Lakes"
"1803",2005,"NEW YORK","SHARK, MAKO, SHORTFIN",71,102,"Great Lakes"
"1804",2005,"NEW YORK","SHARK, THRESHER",350,432,"Great Lakes"
"1805",2005,"NORTH CAROLINA","SHARK, BLACKTIP",102238,12703,"South Atlantic"
"1806",2005,"NORTH CAROLINA","SHARK, DOGFISH, SMOOTH",647578,181611,"South Atlantic"
"1807",2005,"NORTH CAROLINA","SHARK, DOGFISH, SPINY",18865,6036,"South Atlantic"
"1808",2005,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",180644,147228,"South Atlantic"
"1809",2005,"NORTH CAROLINA","SHARK, SANDBAR",619734,132657,"South Atlantic"
"1810",2005,"NORTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",31698,6024,"South Atlantic"
"1811",2005,"NORTH CAROLINA","SHARK, THRESHER",29152,7323,"South Atlantic"
"1812",2005,"NORTH CAROLINA","SHARK, TIGER",6500,652,"South Atlantic"
"1813",2005,"OREGON","SHARK, BLUE",1663,235,"Pacific Coast"
"1814",2005,"OREGON","SHARK, DOGFISH, SPINY",8608,983,"Pacific Coast"
"1815",2005,"PROCESS AT SEA","SHARK, DOGFISH, SPINY",58413,0,"PROCESS AT SEA"
"1816",2005,"RHODE ISLAND","SHARK, DOGFISH, SMOOTH",8544,2533,"New England"
"1817",2005,"RHODE ISLAND","SHARK, DOGFISH, SPINY",146559,24200,"New England"
"1818",2005,"RHODE ISLAND","SHARK, MAKO, SHORTFIN",7363,5978,"New England"
"1819",2005,"RHODE ISLAND","SHARK, PORBEAGLE",75,23,"New England"
"1820",2005,"SOUTH CAROLINA","SHARK, BLACKTIP",4374,2506,"South Atlantic"
"1821",2005,"SOUTH CAROLINA","SHARK, DOGFISH, SMOOTH",21019,12611,"South Atlantic"
"1822",2005,"SOUTH CAROLINA","SHARK, SANDBAR",47548,16997,"South Atlantic"
"1823",2005,"SOUTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",7840,3180,"South Atlantic"
"1824",2005,"SOUTH CAROLINA","SHARK, TIGER",2296,776,"South Atlantic"
"1825",2005,"TEXAS","SHARK, BLACKTIP",733,282,"Gulf"
"1826",2005,"TEXAS","SHARK, MAKO, SHORTFIN",4063,2791,"Gulf"
"1827",2005,"VIRGINIA","SHARK, BLACKTIP",11999,1901,"Middle Atlantic"
"1828",2005,"VIRGINIA","SHARK, DOGFISH, SMOOTH",109872,140031,"Middle Atlantic"
"1829",2005,"VIRGINIA","SHARK, DOGFISH, SPINY",20168,3530,"Middle Atlantic"
"1830",2005,"VIRGINIA","SHARK, SAND TIGER",470,128,"Middle Atlantic"
"1831",2005,"VIRGINIA","SHARK, SANDBAR",44814,23060,"Middle Atlantic"
"1832",2005,"VIRGINIA","SHARK, THRESHER",4098,1514,"Middle Atlantic"
"1833",2005,"WASHINGTON","SHARK, DOGFISH, SPINY",1195525,239755,"Pacific Coast"
"1834",2006,"ALABAMA","SHARK, BLACKTIP",490383,169718,"Gulf"
"1835",2006,"ALABAMA","SHARK, BULL",67998,24100,"Gulf"
"1836",2006,"ALABAMA","SHARK, FINETOOTH",43865,29462,"Gulf"
"1837",2006,"ALABAMA","SHARK, SHARPNOSE, ATLANTIC",283672,125840,"Gulf"
"1838",2006,"ALABAMA","SHARK, SPINNER",26094,12127,"Gulf"
"1839",2006,"ALASKA","SHARK, DOGFISH, SPINY",90740,10163,"Alaska"
"1840",2006,"CALIFORNIA","SHARK, DOGFISH, SPINY",31762,19419,"Pacific Coast"
"1841",2006,"CALIFORNIA","SHARK, LEOPARD",24686,21604,"Pacific Coast"
"1842",2006,"CALIFORNIA","SHARK, MAKO, SHORTFIN",101133,79416,"Pacific Coast"
"1843",2006,"CALIFORNIA","SHARK, PACIFIC ANGEL",32748,18384,"Pacific Coast"
"1844",2006,"CALIFORNIA","SHARK, THRESHER",350973,300785,"Pacific Coast"
"1845",2006,"CALIFORNIA","SHARK, THRESHER, BIGEYE",9540,4509,"Pacific Coast"
"1846",2006,"CALIFORNIA","SHARK, TOPE",62654,40628,"Pacific Coast"
"1847",2006,"CONNECTICUT","SHARK, DOGFISH, SMOOTH",4066,979,"New England"
"1848",2006,"CONNECTICUT","SHARK, DOGFISH, SPINY",81453,13919,"New England"
"1849",2006,"DELAWARE","SHARK, DOGFISH, SMOOTH",46,20,"Middle Atlantic"
"1850",2006,"DELAWARE","SHARK, DOGFISH, SPINY",48,8,"Middle Atlantic"
"1851",2006,"FLORIDA-EAST","SHARK, BLACKNOSE",78241,33803,"South Atlantic"
"1852",2006,"FLORIDA-EAST","SHARK, BLACKTIP",381091,133058,"South Atlantic"
"1853",2006,"FLORIDA-EAST","SHARK, BONNETHEAD",19136,9452,"South Atlantic"
"1854",2006,"FLORIDA-EAST","SHARK, BULL",29019,9165,"South Atlantic"
"1855",2006,"FLORIDA-EAST","SHARK, FINETOOTH",26225,11043,"South Atlantic"
"1856",2006,"FLORIDA-EAST","SHARK, LEMON",6724,2381,"South Atlantic"
"1857",2006,"FLORIDA-EAST","SHARK, MAKO, SHORTFIN",9037,9909,"South Atlantic"
"1858",2006,"FLORIDA-EAST","SHARK, SANDBAR",419686,140967,"South Atlantic"
"1859",2006,"FLORIDA-EAST","SHARK, SHARPNOSE, ATLANTIC",323240,115821,"South Atlantic"
"1860",2006,"FLORIDA-EAST","SHARK, TIGER",18189,11843,"South Atlantic"
"1861",2006,"FLORIDA-WEST","SHARK, BLACKNOSE",24420,9152,"South Atlantic"
"1862",2006,"FLORIDA-WEST","SHARK, BLACKTIP",197746,61289,"South Atlantic"
"1863",2006,"FLORIDA-WEST","SHARK, BULL",104007,29640,"South Atlantic"
"1864",2006,"FLORIDA-WEST","SHARK, FINETOOTH",1203,423,"South Atlantic"
"1865",2006,"FLORIDA-WEST","SHARK, LEMON",83761,21390,"South Atlantic"
"1866",2006,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",14242,14821,"South Atlantic"
"1867",2006,"FLORIDA-WEST","SHARK, SANDBAR",978313,254157,"South Atlantic"
"1868",2006,"FLORIDA-WEST","SHARK, SHARPNOSE, ATLANTIC",25857,9792,"South Atlantic"
"1869",2006,"FLORIDA-WEST","SHARK, SPINNER",22581,7769,"South Atlantic"
"1870",2006,"FLORIDA-WEST","SHARK, TIGER",10687,4013,"South Atlantic"
"1871",2006,"HAWAII","SHARK, MAKO, SHORTFIN",195581,118612,"Hawaii"
"1872",2006,"LOUISIANA","SHARK, BLACKTIP",504778,353065,"Gulf"
"1873",2006,"LOUISIANA","SHARK, MAKO, SHORTFIN",5139,3717,"Gulf"
"1874",2006,"MAINE","SHARK, DOGFISH, SPINY",179740,35701,"New England"
"1875",2006,"MARYLAND","SHARK, DOGFISH, SMOOTH",8484,5600,"Middle Atlantic"
"1876",2006,"MARYLAND","SHARK, DOGFISH, SPINY",6339,697,"Middle Atlantic"
"1877",2006,"MARYLAND","SHARK, MAKO, LONGFIN",1,1,"Middle Atlantic"
"1878",2006,"MARYLAND","SHARK, THRESHER",39,23,"Middle Atlantic"
"1879",2006,"MASSACHUSETTS","SHARK, DOGFISH, SMOOTH",45206,11336,"New England"
"1880",2006,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",2796852,693634,"New England"
"1881",2006,"MASSACHUSETTS","SHARK, PORBEAGLE",3941,2245,"New England"
"1882",2006,"MASSACHUSETTS","SHARK, THRESHER",152,137,"New England"
"1883",2006,"MASSACHUSETTS","SHARK, WHITE",122,31,"New England"
"1884",2006,"NEW HAMPSHIRE","SHARK, DOGFISH, SPINY",242382,76369,"New England"
"1885",2006,"NEW JERSEY","SHARK, BLACKTIP",4715,2148,"Middle Atlantic"
"1886",2006,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",89614,38398,"Middle Atlantic"
"1887",2006,"NEW JERSEY","SHARK, SANDBAR",92079,75464,"Middle Atlantic"
"1888",2006,"NEW JERSEY","SHARK, THRESHER",13415,8114,"Middle Atlantic"
"1889",2006,"NEW YORK","SHARK, DOGFISH, SMOOTH",114165,49382,"Great Lakes"
"1890",2006,"NEW YORK","SHARK, DOGFISH, SPINY",14660,2224,"Great Lakes"
"1891",2006,"NORTH CAROLINA","SHARK, BLACKTIP",61446,15147,"South Atlantic"
"1892",2006,"NORTH CAROLINA","SHARK, BULL",1786,472,"South Atlantic"
"1893",2006,"NORTH CAROLINA","SHARK, DOGFISH, SMOOTH",610248,177740,"South Atlantic"
"1894",2006,"NORTH CAROLINA","SHARK, DOGFISH, SPINY",11574,2517,"South Atlantic"
"1895",2006,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",90991,73647,"South Atlantic"
"1896",2006,"NORTH CAROLINA","SHARK, SANDBAR",445762,93152,"South Atlantic"
"1897",2006,"NORTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",46621,9727,"South Atlantic"
"1898",2006,"NORTH CAROLINA","SHARK, THRESHER",22542,6199,"South Atlantic"
"1899",2006,"NORTH CAROLINA","SHARK, TIGER",34958,2470,"South Atlantic"
"1900",2006,"OREGON","SHARK, BLUE",551,81,"Pacific Coast"
"1901",2006,"OREGON","SHARK, DOGFISH, SPINY",20728,69,"Pacific Coast"
"1902",2006,"OREGON","SHARK, THRESHER",1476,670,"Pacific Coast"
"1903",2006,"OREGON","SHARK, TOPE",1996,46,"Pacific Coast"
"1904",2006,"PROCESS AT SEA","SHARK, DOGFISH, SPINY",10830,0,"PROCESS AT SEA"
"1905",2006,"RHODE ISLAND","SHARK, DOGFISH, SMOOTH",4063,1273,"New England"
"1906",2006,"RHODE ISLAND","SHARK, DOGFISH, SPINY",548647,105063,"New England"
"1907",2006,"RHODE ISLAND","SHARK, MAKO, SHORTFIN",358,301,"New England"
"1908",2006,"RHODE ISLAND","SHARK, SAND TIGER",2310,388,"New England"
"1909",2006,"SOUTH CAROLINA","SHARK, BLACKTIP",5107,2226,"South Atlantic"
"1910",2006,"SOUTH CAROLINA","SHARK, MAKO, SHORTFIN",2713,2339,"South Atlantic"
"1911",2006,"SOUTH CAROLINA","SHARK, SANDBAR",41492,21016,"South Atlantic"
"1912",2006,"SOUTH CAROLINA","SHARK, SHARPNOSE, ATLANTIC",9875,5464,"South Atlantic"
"1913",2006,"SOUTH CAROLINA","SHARK, TIGER",8343,3668,"South Atlantic"
"1914",2006,"TEXAS","SHARK, BLACKTIP",26177,8790,"Gulf"
"1915",2006,"VIRGINIA","SHARK, BLACKTIP",46176,8588,"Middle Atlantic"
"1916",2006,"VIRGINIA","SHARK, DOGFISH, SMOOTH",21035,13592,"Middle Atlantic"
"1917",2006,"VIRGINIA","SHARK, DOGFISH, SPINY",940120,174911,"Middle Atlantic"
"1918",2006,"VIRGINIA","SHARK, DUSKY",33,17,"Middle Atlantic"
"1919",2006,"VIRGINIA","SHARK, SANDBAR",116208,110097,"Middle Atlantic"
"1920",2006,"VIRGINIA","SHARK, SHARPNOSE, ATLANTIC",1009,757,"Middle Atlantic"
"1921",2006,"VIRGINIA","SHARK, THRESHER",3173,1147,"Middle Atlantic"
"1922",2006,"WASHINGTON","SHARK, DOGFISH, SPINY",1097334,225232,"Pacific Coast"
"1923",2007,"ALABAMA","SHARK, BLACKTIP",40601,17774,"Gulf"
"1924",2007,"ALABAMA","SHARK, FINETOOTH",159881,145518,"Gulf"
"1925",2007,"ALABAMA","SHARK, SHARPNOSE, ATLANTIC",46501,23637,"Gulf"
"1926",2007,"ALASKA","SHARK, DOGFISH, SPINY",71022,26491,"Alaska"
"1927",2007,"CALIFORNIA","SHARK, DOGFISH, SPINY",27951,8237,"Pacific Coast"
"1928",2007,"CALIFORNIA","SHARK, LEOPARD",24829,20092,"Pacific Coast"
"1929",2007,"CALIFORNIA","SHARK, MAKO, SHORTFIN",98182,78569,"Pacific Coast"
"1930",2007,"CALIFORNIA","SHARK, PACIFIC ANGEL",18016,10315,"Pacific Coast"
"1931",2007,"CALIFORNIA","SHARK, THRESHER",448373,337145,"Pacific Coast"
"1932",2007,"CALIFORNIA","SHARK, THRESHER, BIGEYE",10713,4334,"Pacific Coast"
"1933",2007,"CALIFORNIA","SHARK, TOPE",38040,26427,"Pacific Coast"
"1934",2007,"CONNECTICUT","SHARK, DOGFISH, SMOOTH",1955,337,"New England"
"1935",2007,"CONNECTICUT","SHARK, DOGFISH, SPINY",22763,4140,"New England"
"1936",2007,"CONNECTICUT","SHARK, PORBEAGLE",25,15,"New England"
"1937",2007,"DELAWARE","SHARK, DOGFISH, SMOOTH",457,577,"Middle Atlantic"
"1938",2007,"FLORIDA-EAST","SHARK, BLACKNOSE",71598,39281,"South Atlantic"
"1939",2007,"FLORIDA-EAST","SHARK, BLACKTIP",54174,15859,"South Atlantic"
"1940",2007,"FLORIDA-EAST","SHARK, BONNETHEAD",70092,34644,"South Atlantic"
"1941",2007,"FLORIDA-EAST","SHARK, BULL",22910,5900,"South Atlantic"
"1942",2007,"FLORIDA-EAST","SHARK, FINETOOTH",56331,38140,"South Atlantic"
"1943",2007,"FLORIDA-EAST","SHARK, LEMON",12580,3782,"South Atlantic"
"1944",2007,"FLORIDA-EAST","SHARK, MAKO, SHORTFIN",14405,17920,"South Atlantic"
"1945",2007,"FLORIDA-EAST","SHARK, SANDBAR",210204,59577,"South Atlantic"
"1946",2007,"FLORIDA-EAST","SHARK, SHARPNOSE, ATLANTIC",248035,93222,"South Atlantic"
"1947",2007,"FLORIDA-EAST","SHARK, SILKY",2487,465,"South Atlantic"
"1948",2007,"FLORIDA-EAST","SHARK, TIGER",14387,5807,"South Atlantic"
"1949",2007,"FLORIDA-WEST","SHARK, BLACKNOSE",21991,9306,"South Atlantic"
"1950",2007,"FLORIDA-WEST","SHARK, BLACKTIP",73768,21802,"South Atlantic"
"1951",2007,"FLORIDA-WEST","SHARK, BULL",79451,20104,"South Atlantic"
"1952",2007,"FLORIDA-WEST","SHARK, LEMON",52575,13147,"South Atlantic"
"1953",2007,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",8583,8453,"South Atlantic"
"1954",2007,"FLORIDA-WEST","SHARK, SANDBAR",342161,80623,"South Atlantic"
"1955",2007,"FLORIDA-WEST","SHARK, SHARPNOSE, ATLANTIC",10564,3817,"South Atlantic"
"1956",2007,"FLORIDA-WEST","SHARK, SPINNER",20569,7030,"South Atlantic"
"1957",2007,"FLORIDA-WEST","SHARK, TIGER",3729,901,"South Atlantic"
"1958",2007,"HAWAII","SHARK, MAKO, SHORTFIN",264476,153072,"Hawaii"
"1959",2007,"LOUISIANA","SHARK, BLACKTIP",1217517,832133,"Gulf"
"1960",2007,"LOUISIANA","SHARK, BULL",96480,64856,"Gulf"
"1961",2007,"LOUISIANA","SHARK, MAKO, SHORTFIN",7919,6031,"Gulf"
"1962",2007,"MAINE","SHARK, DOGFISH, SPINY",99434,18430,"New England"
"1963",2007,"MARYLAND","SHARK, DOGFISH, SMOOTH",9477,6276,"Middle Atlantic"
